id_employee;age;nombre_experiences_precedentes;annees_dans_l_entreprise;satisfaction_employee_environnement;satisfaction_employee_nature_travail;satisfaction_employee_equipe;satisfaction_employee_equilibre_pro_perso;note_evaluation_actuelle;augementation_salaire_precedente;a_quitte_l_entreprise;nombre_participation_pee;nb_formations_suivies;nombre_employee_sous_responsabilite;distance_domicile_travail;niveau_education;annees_depuis_la_derniere_promotion;genre_M;statut_marital_Divorcé(e);statut_marital_Marié(e);departement_Consulting;departement_Ressources Humaines;poste_Consultant;poste_Directeur Technique;poste_Manager;poste_Représentant Commercial;poste_Senior Manager;poste_Tech Lead;domaine_etude_Entrepreunariat;domaine_etude_Infra & Cloud;domaine_etude_Marketing;domaine_etude_Ressources Humaines;domaine_etude_Transformation Digitale;frequence_deplacement_Frequent;ratio_surcharge_anciennete;satisfaction_globale_moyenne;delta_evaluation;tension_salaire
1012;18;1;0;2;4;4;3;3;0.15;0;0;2;1;5;2;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.25;0;0.0014258555133079848
1013;54;8;10;3;3;3;3;3;0.11;0;1;2;1;17;3;0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0;0.00017690875232774674
1014;35;1;16;3;3;3;2;3;0.11;0;1;3;1;25;4;10;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.058823529411764705;2.75;0;0.00018288574453749156
1015;30;0;8;2;1;3;2;3;0.12;0;3;4;1;8;2;1;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.1111111111111111;2.0;-1;0.00015765963037575546
1016;20;1;1;4;1;1;3;3;0.15;1;0;2;1;11;3;0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.5;2.25;1;0.0005767012687427913
1017;30;0;3;2;2;1;3;3;0.17;1;0;3;1;5;3;1;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;0;0.0005365249690466364
1018;26;1;8;4;4;2;3;3;0.12;0;0;2;1;2;2;1;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.25;-1;0.00032888726475424813
1019;22;1;4;2;1;1;2;3;0.15;0;1;3;1;8;1;1;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.5;2;0.0006117455138662316
1022;48;2;2;1;3;4;3;3;0.13;0;0;0;1;6;3;2;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.75;1;0.000400848856401792
1024;48;7;15;3;3;2;3;3;0.14;0;0;3;1;4;4;4;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.75;1;0.00014545454545454543
1025;41;6;2;4;3;2;3;3;0.14;0;0;6;1;7;2;2;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0;0.00031974420463629094
1026;39;1;21;4;4;3;3;3;0.16;0;1;3;1;1;1;11;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.5;1;0.00010986423919014361
1027;27;0;3;1;4;2;3;3;0.18;0;1;2;1;2;4;2;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.5;0;0.00028382213812677394
1028;35;1;3;2;4;1;2;4;0.2;0;1;4;1;10;3;1;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.25;1;0.0005104645227156713
1029;42;6;1;4;3;2;4;3;0.13;0;0;3;1;5;2;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.25;0;9.287587412587412e-05
1030;50;4;1;1;4;2;3;3;0.18;0;0;5;1;9;3;0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.5;0;0.0005039899202015961
1032;59;3;5;3;4;1;3;3;0.13;0;0;4;1;2;3;4;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.16666666666666666;2.75;1;0.00012384352006993517
1033;37;5;1;1;2;1;1;3;0.15;1;0;2;1;11;2;0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.25;2;0.00031393888656341566
1034;55;3;8;3;2;4;3;3;0.14;0;2;3;1;18;4;6;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.1111111111111111;3.0;0;0.0002505480739116818
1035;41;1;21;2;3;2;3;4;0.22;0;2;3;1;7;1;5;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.5;3;9.011715229798738e-05
1036;38;8;1;2;4;3;3;3;0.12;0;0;1;1;3;4;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.5;3.0;0;0.00026231419411250367
1037;26;8;2;2;1;4;3;3;0.18;1;0;6;1;29;2;2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.5;2;0.00024144869215291754
1038;52;1;32;1;4;4;3;3;0.15;1;1;3;1;2;1;6;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;2;7.558198125566865e-05
1039;44;3;12;4;4;3;3;3;0.18;0;1;2;1;28;3;11;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.07692307692307693;3.5;-1;9.008332707754674e-05
1040;50;0;18;4;3;1;3;3;0.12;0;1;3;1;1;3;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.75;0;0.0002835538752362949
1042;36;1;17;3;1;3;3;3;0.16;1;0;1;1;16;4;15;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.5;-1;0.000510204081632653
1043;39;1;21;4;1;3;3;3;0.13;0;0;2;1;22;3;2;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.045454545454545456;2.75;0;0.00015623564010660784
1044;33;0;2;2;4;4;2;3;0.19;0;0;2;1;8;1;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;1;0.0004694835680751174
1045;45;3;9;4;4;2;4;3;0.13;0;1;4;1;11;2;1;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.5;0;9.631182369270862e-05
1046;32;9;8;4;3;2;3;3;0.12;0;0;2;1;29;4;7;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0;0.00044709388971684054
1047;34;0;15;2;4;4;2;3;0.11;0;1;2;1;1;4;0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;-1;0.00019535266296524779
1048;59;3;6;2;4;3;1;3;0.14;0;1;1;1;1;2;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;2.5;0;0.0001343973120537589
1049;45;1;6;2;2;1;3;3;0.16;0;0;3;1;24;4;0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0;0.0006427915518824609
1050;53;2;15;3;2;1;3;3;0.12;0;1;2;1;2;3;6;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;2.25;1;0.00023917087430241828
1052;36;7;1;1;3;2;2;3;0.14;1;1;3;1;15;3;0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0;0.0003309203722854188
1053;26;6;3;1;1;2;3;3;0.14;1;1;2;1;2;3;1;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.25;1.75;0;0.0007831620166421928
1055;34;1;1;3;3;4;3;3;0.19;0;1;2;1;10;4;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.5;3.25;0;0.000495272399819901
1056;28;1;1;4;2;2;3;4;0.22;0;0;5;1;10;1;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.75;1;0.0017094017094017092
1060;38;3;2;3;3;1;3;3;0.16;0;1;2;1;3;4;2;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.5;0;0.0004961020552799433
1061;50;2;8;2;3;4;2;3;0.11;0;1;2;1;2;4;7;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.1111111111111111;2.75;0;9.876286516269882e-05
1062;37;3;4;4;2;1;2;3;0.15;0;0;3;1;3;3;0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.25;0;0.00036514118792599804
1066;40;1;7;3;1;2;2;3;0.14;0;1;3;1;26;3;7;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0;0.00019054424199118733
1068;26;1;5;1;3;3;3;3;0.13;0;2;5;1;1;1;1;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;2.5;1;0.000846613545816733
1069;46;9;2;4;4;4;3;3;0.17;0;2;0;1;1;4;2;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.75;0;6.623191359282656e-05
1070;54;6;9;3;3;2;3;3;0.11;0;1;4;1;2;4;7;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.75;1;0.0001777860952559184
1071;56;2;5;1;3;2;3;3;0.19;0;1;4;1;9;3;0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;2.25;0;0.0003737682636765206
1073;36;0;14;4;4;2;2;3;0.11;0;0;2;1;12;5;7;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;1;0.00021447115927305564
1074;55;7;9;3;1;2;4;3;0.15;0;0;3;1;2;1;6;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.5;1;8.951482962344095e-05
1076;43;5;1;3;4;3;3;3;0.13;0;1;5;1;25;3;0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.25;1;0.0001574219835169923
1077;20;1;2;4;4;2;3;3;0.14;1;0;3;1;9;3;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.3333333333333333;3.25;0;0.0006884681583476764
1079;21;1;1;3;1;1;2;3;0.13;1;0;6;1;10;3;1;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.75;1;0.0011997177134791814
1080;46;8;16;4;1;1;3;4;0.23;0;3;2;1;8;4;1;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.058823529411764705;2.25;2;0.00036828422876949735
1081;51;9;10;1;3;3;4;3;0.12;1;3;2;1;4;4;2;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.09090909090909091;2.75;0;0.0007311129163281885
1082;28;1;10;2;1;1;2;3;0.12;1;0;2;1;24;2;1;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.5;1;0.00020635102602315717
1083;26;1;5;1;1;1;3;3;0.16;0;2;2;1;1;2;1;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.5;1;0.00035389282103134476
1084;30;0;6;3;1;3;2;3;0.15;0;1;1;1;20;3;0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.25;0;0.0001506326571600723
1085;41;1;10;2;3;3;3;3;0.13;0;0;3;1;7;2;0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.75;-1;0.0005034053893988748
1088;38;0;19;3;3;1;2;3;0.18;0;1;4;1;17;1;1;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.25;1;0.0001359927470534905
1092;40;4;11;1;4;4;3;4;0.2;0;1;6;1;20;4;11;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1;0.00019374212922600018
1094;27;1;3;1;3;4;3;3;0.19;0;3;4;1;8;5;1;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.75;2;0.00023799221116399828
1096;55;3;3;4;2;2;3;3;0.18;0;1;4;1;2;1;1;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;2.75;0;0.00010931948619841488
1097;28;3;8;3;3;4;4;3;0.13;0;0;4;1;10;3;1;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.5;0;0.0004643540016388965
1098;44;9;20;2;1;4;3;3;0.14;1;1;1;1;1;2;3;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.5;1;0.00015262806448535724
1099;33;4;3;4;4;3;3;3;0.15;0;1;2;1;5;3;1;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.5;1;0.0002106741573033708
1100;35;0;8;4;1;1;3;4;0.22;1;0;2;1;4;3;4;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;2.25;1;0.00018783262026505267
1101;33;1;13;1;3;2;3;4;0.22;1;0;4;1;29;4;3;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;2.25;2;0.0003992015968063872
1102;28;1;4;1;3;4;2;3;0.16;0;1;5;1;15;2;2;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.5;0;0.0006340579710144927
1103;34;0;6;1;4;3;2;3;0.17;0;0;1;1;3;1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;2.5;0;0.00016759056336212451
1105;37;2;1;4;4;3;3;3;0.14;0;3;5;1;10;4;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.5;3.5;1;0.00023898431665421956
1106;25;1;7;4;4;2;4;3;0.15;1;1;3;1;4;1;5;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.125;3.5;0;0.00040628385698808235
1107;26;1;1;1;3;3;2;4;0.2;1;1;0;1;21;3;0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.25;1;0.0008410428931875525
1108;33;4;2;1;2;2;3;4;0.2;1;0;0;1;25;3;2;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.3333333333333333;2.0;2;0.000864304235090752
1109;42;0;22;4;1;4;3;3;0.17;0;1;3;1;2;2;13;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0;7.358768255405863e-05
1111;28;1;1;1;2;1;3;3;0.15;1;2;2;1;1;3;0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.75;1;0.0005775895263765884
1113;50;3;0;4;3;4;3;3;0.14;1;0;4;1;1;4;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;3.5;0;0.00033833791499259886
1114;33;0;3;4;2;3;3;3;0.17;0;1;3;1;7;3;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;3.0;0;0.0003021148036253776
1115;34;3;0;3;4;4;3;3;0.17;0;3;2;1;3;4;0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.5;1;0.00043624161073825497
1116;48;2;5;1;4;3;2;4;0.22;0;0;3;1;1;4;2;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.5;0;0.00010659718109676654
1117;45;1;15;2;3;4;3;3;0.13;0;1;2;1;9;4;4;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;1;0.0003038970325348588
1118;52;7;8;2;2;4;3;3;0.19;0;0;4;1;7;4;4;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.75;0;0.00010530346544131726
1119;38;0;8;3;3;2;3;3;0.14;0;2;2;1;10;4;2;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.1111111111111111;2.75;1;0.00018304541814437707
1120;29;4;7;3;4;1;3;4;0.22;0;1;1;1;28;4;1;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.75;1;0.0007157057654075546
1121;28;0;9;4;2;2;2;3;0.17;0;3;3;1;3;3;1;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.5;0;0.00016980146290491115
1124;46;3;12;1;3;4;3;3;0.12;0;1;3;1;3;1;4;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.75;0;0.00010305736860185504
1125;38;7;1;4;2;3;3;3;0.16;0;0;2;1;2;2;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;0;0.00019042437431991295
1126;43;8;8;3;1;3;3;3;0.11;0;1;1;1;27;3;0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;2.5;0;0.00017558451159781904
1127;39;7;18;1;4;4;3;3;0.11;1;3;4;1;2;3;11;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;3.0;0;0.00015612161051766637
1128;40;1;20;3;3;1;4;3;0.14;0;0;2;1;14;3;4;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.75;1;8.152035461354256e-05
1131;21;1;2;4;2;3;4;3;0.11;0;0;6;1;1;1;2;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;3.25;1;0.0009174311926605504
1132;39;9;5;3;2;3;2;3;0.15;0;0;2;1;9;3;0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.5;0;0.00022114108801415304
1133;36;2;11;1;4;1;3;4;0.2;0;0;0;1;18;4;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.25;1;0.0002570694087403599
1135;31;0;2;3;4;1;3;3;0.12;0;1;4;1;20;3;2;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;2.75;-1;0.0006446991404011461
1136;28;0;5;1;2;1;1;3;0.17;0;0;2;1;2;1;0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.25;1;0.000405996252342286
1137;35;1;5;4;4;4;3;3;0.11;0;1;3;1;11;2;0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;3.75;0;0.00038237069832964377
1138;49;6;9;4;2;2;3;3;0.17;0;1;3;1;8;4;2;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.75;1;9.907781419099152e-05
1140;34;2;3;4;3;4;2;3;0.11;0;0;3;1;2;2;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;3.25;0;0.0004709965294992563
1143;29;0;7;4;2;4;2;3;0.14;0;2;2;1;10;3;1;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;3.0;0;0.0004860267314702308
1148;42;4;1;2;4;1;3;3;0.19;0;0;3;1;29;3;0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.5;2;0.00025743037678446057
1150;29;1;10;2;4;3;2;3;0.15;0;1;2;1;8;1;1;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.09090909090909091;2.75;1;0.00029661854854656913
1152;38;1;7;3;3;4;4;3;0.13;0;1;2;1;1;3;5;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.5;-1;0.0005975395430579965
1154;28;1;3;3;3;4;3;3;0.14;0;1;2;1;6;3;0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.25;3.25;1;0.0005917159763313608
1156;18;1;0;3;3;4;3;3;0.12;1;0;0;1;8;1;0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.25;0;0.0009448818897637795
1157;33;0;5;1;1;1;3;3;0.17;1;0;3;1;9;4;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.16666666666666666;1.5;0;0.00015805471124620058
1158;41;3;1;2;4;1;3;3;0.11;0;1;4;1;12;4;0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.5;2.5;0;0.00039857352632683026
1160;31;1;2;3;3;3;2;3;0.12;1;1;5;1;15;3;2;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;2.75;0;0.0006893910379165071
1161;37;7;6;3;4;3;3;3;0.13;0;2;2;1;25;2;1;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.25;1;0.00029658060013956734
1162;27;1;4;4;3;3;3;3;0.13;0;1;0;1;6;3;2;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.25;1;0.0006692913385826771
